,Unnamed: 0,date,high,low,open,close,20_MA,50_MA,entry_qaulity,candle_pattern_check,candle_pattern_score,bb_check,bb_score,trend_0,trend_1,trend_score,grad_0,grad_1,grad_score,RSI,RSI_score
18,18,1626985619999,2021.91,2020.0,2020.0,2021.77,,,0.0,1.0,0.5,-3.0,0.0,-1.0,-1.0,0.0,0.0016806722945095,-0.0016832187558366,0.5,53.22822423420798,0.1875
19,19,1626985679999,2022.46,2021.3,2021.77,2021.94,,,0.0,2.0,1.0,-1.0,0.0,-1.0,-1.0,0.0,0.0021326682595109,-0.0017035904443877,0.5,51.110112398658416,0.125
20,20,1626985739999,2021.94,2020.3,2021.93,2020.69,,,0.0,0.0,0.0,0.0,1.0,-1.0,-1.0,0.0,0.0006175209855212,-0.0018971213059364,0.5,50.9003297946393,0.0625
21,21,1626985799999,2022.0,2017.37,2020.69,2020.18,,,0.0,-1.0,0.0,1.0,1.0,-1.0,1.0,0.5,0.0001336901502285,-0.00165775414027,0.5,50.36788512034401,0.0
22,22,1626985859999,2022.36,2020.17,2020.17,2021.79,,,0.0,-2.0,0.0,5.0,1.0,-1.0,1.0,0.5,-3.1830988595389373e-05,-0.0013496318954972,0.0,52.30702862039964,0.0
23,23,1626985919999,2022.07,2021.01,2021.79,2021.02,,,0.0,-1.0,0.0,1.0,1.0,-1.0,1.0,0.5,-0.0022918212799013,-0.0017748913266533,0.0,50.03709479848383,0.0
24,24,1626985979999,2021.02,2018.95,2021.01,2019.4,,,0.5,-3.0,0.0,-1.0,0.0,-1.0,1.0,0.5,-0.0031703402580062,-0.0017876236224262,0.0,55.035008293191055,0.0
25,25,1626986039999,2020.26,2018.19,2019.41,2018.19,,,0.0,-2.0,0.0,-1.0,0.0,-1.0,1.0,0.5,-0.0010695202113795,-0.0012757843159711,0.0,54.2061683243919,0.1875
26,26,1626986099999,2018.12,2012.08,2018.12,2014.62,,,0.0,-1.0,0.0,3.0,1.0,-1.0,1.0,0.5,-0.0006366195601543,-0.0007512109827386,0.0,60.60190704559527,0.0625
27,27,1626986159999,2018.7,2014.15,2014.62,2017.35,,,1.0,0.0,0.0,1.0,1.0,-1.0,1.0,0.5,0.0001718873343516,0.000728292701872,1.0,67.54951462505107,0.0625
28,28,1626986219999,2020.31,2017.23,2017.24,2019.85,,,0.0,0.0,0.0,5.0,1.0,1.0,1.0,1.0,0.0025973942588972,0.0021976027251385,1.0,64.94211983489143,0.0
29,29,1626986279999,2019.86,2017.77,2019.85,2018.92,,,0.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,0.0046090466213416,0.002923337447208,1.0,66.88092564056272,0.0
30,30,1626986339999,2019.82,2018.88,2018.88,2019.72,,,0.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0063214265705237,0.0031168655010631,1.0,72.93416935093067,0.0
31,31,1626986399999,2019.72,2018.12,2019.71,2018.12,,,0.0,0.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,0.0017888968519258,0.0020906518168198,1.0,45.50245667691845,0.25
32,32,1626986459999,2022.39,2017.97,2018.11,2022.32,,,0.0,0.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,0.0006302533687471,0.0019735149725279,1.0,51.317065222972005,0.375
33,33,1626986519999,2023.21,2022.13,2022.32,2022.79,,,0.0,-1.0,0.0,5.0,1.0,-1.0,-1.0,0.0,0.0026419568883585,0.0025210011208511,1.0,47.43633044032467,0.1875
34,34,1626986579999,2024.47,2022.54,2022.78,2023.55,,,0.0,-1.0,0.0,3.0,1.0,-1.0,-1.0,0.0,0.0018589244520096,0.0018360063332308,1.0,46.543430401952456,0.375
35,35,1626986639999,2024.74,2022.37,2023.55,2023.21,,,0.0,0.0,0.0,1.0,1.0,-1.0,-1.0,0.0,0.0001018591627016,0.0005118421866932,1.0,29.115822058492235,0.4375
36,36,1626986699999,2023.51,2021.3,2023.21,2022.03,,,0.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,-0.0055830122713865,-0.0019455039679294,0.0,28.37969438909472,0.6875
37,37,1626986759999,2023.92,2022.0,2022.03,2022.0,,,0.0,-1.0,0.0,3.0,1.0,-1.0,-1.0,0.0,-0.0112669934570539,-0.0046472417889551,0.0,27.7849220204434,0.875
