,RSI,score
0,51.502905308516425,0.0
1,51.3285923591313,0.0
2,47.31516716253258,0.0
3,44.31585740673263,0.25
4,49.62305659777957,0.375
5,52.25489686362707,0.4375
6,49.86775098151635,0.25
7,52.8457528428795,0.375
8,61.97840874655308,0.1875
9,55.21846363881797,0.0625
10,46.99017410052764,0.375
11,46.059091125641096,0.4375
12,45.64528880981828,0.5
13,49.37130462394196,0.5
14,50.236730381711446,0.5
15,44.6509301778321,0.25
16,48.21217841039575,0.375
17,51.95607848347379,0.4375
18,53.22822423420798,0.1875
19,51.110112398658416,0.125
20,50.9003297946393,0.0625
21,50.36788512034401,0.0
22,52.30702862039964,0.0
23,50.03709479848383,0.0
24,55.035008293191055,0.0
25,54.2061683243919,0.1875
26,60.60190704559527,0.0625
27,67.54951462505107,0.0625
28,64.94211983489143,0.0
29,66.88092564056272,0.0
30,72.93416935093067,0.0
31,45.50245667691845,0.25
32,51.317065222972005,0.375
33,47.43633044032467,0.1875
34,46.543430401952456,0.375
35,29.115822058492235,0.4375
36,28.37969438909472,0.6875
37,27.784922020443396,0.875
38,27.540532740261884,0.9375
39,31.681965096606348,1.0
40,30.02896244765591,1.0
41,22.984555713951384,1.0
42,43.52867119661914,1.0
43,47.80458702043065,0.75
44,49.59307226111737,0.625
45,44.6315357040302,0.5625
46,48.0056195196286,0.5
47,48.26153099771802,0.5
48,47.375278776868754,0.5
49,43.37890713300058,0.5
50,44.92370889420166,0.5
51,44.54800819406157,0.5
52,46.6694814303105,0.5
53,45.76174409887505,0.5
54,48.43595595226671,0.5
55,46.1680600444078,0.5
56,44.192192556085615,0.5
57,44.19449187288375,0.5
58,38.92397034316345,0.5
59,36.91166648651927,0.5
60,34.34881162297668,0.5
61,34.39750670774366,0.75
62,42.1076477250531,0.875
63,31.70908274525261,0.6875
64,24.769728138083178,0.875
65,23.25879461569396,0.9375
66,27.535363234353955,0.9375
67,33.95717524647879,1.0
68,29.09190267904316,1.0
69,38.9377834919124,1.0
70,39.01727537184623,0.75
71,37.31697904723416,0.625
72,42.85122356988677,0.5625
73,42.94257108940817,0.5
74,42.027323770212085,0.5
75,46.16363299599431,0.5
76,44.672151044416594,0.5
77,46.473135536745744,0.5
78,49.925204878799015,0.5
79,52.66405311825928,0.5
80,68.86199318479795,0.0
81,64.57508621627818,0.0
82,38.33505735191869,0.5
83,34.19626271839094,0.5
84,38.15283268415664,0.75
85,35.64220396035788,0.625
86,35.36441213540797,0.5625
87,43.37778852116811,0.5625
88,49.17516863230673,0.5
89,54.15963372525533,0.5
90,58.95532489216514,0.25
91,54.97865338752398,0.125
92,63.4337187886412,0.0625
93,59.64157061067789,0.0
94,60.15706312131084,0.0
95,47.71542131172162,0.0
96,46.69916617436377,0.25
97,47.01498326584226,0.375
98,53.79209375646264,0.4375
99,51.99108485788667,0.25
100,45.676085166116565,0.125
101,43.30027430258623,0.3125
102,43.61743876600772,0.375
103,49.43389319763727,0.4375
104,51.08267980033616,0.5
105,49.229130384418205,0.25
106,52.86707841700604,0.375
107,49.689510833719815,0.1875
108,59.75377164987184,0.3125
109,52.89003595402886,0.1875
110,56.47186568178449,0.0625
111,58.208171649172655,0.0625
112,55.92174351847722,0.0
113,50.28087412516325,0.0
114,52.53643409916188,0.0
115,49.47965060795711,0.1875
116,52.2873108902397,0.375
117,53.66916548719105,0.1875
118,46.77668182524464,0.0625
119,50.29955914649615,0.3125
120,53.75751047965303,0.125
121,57.010241988154,0.0625
122,55.91367943525344,0.0625
123,60.17397282353927,0.0
124,60.06651022866698,0.0
125,63.79115090264374,0.0
126,64.30142168375798,0.0
127,59.05486777584428,0.0
128,56.9607429546952,0.0
129,58.63494721726259,0.0
130,50.15388798790899,0.0
131,44.51532927172608,0.25
132,44.373110940703405,0.375
133,43.96876412703544,0.4375
134,48.69710016046365,0.5
135,44.695638889202776,0.5
136,51.82842699416968,0.5
137,55.12614718441136,0.25
138,57.59593905842151,0.125
139,61.87360971811968,0.0
140,59.87092699430626,0.0
141,57.588607881011335,0.0
142,67.2513159128031,0.0
143,70.2772291211926,0.0
144,83.06537188141543,0.0
145,70.26891795487369,0.0
146,71.46828992185708,0.0
147,72.11873567155068,0.0
148,64.83940367681427,0.0
149,62.20149353843395,0.0
150,63.11684754632967,0.0
151,68.0699092855511,0.0
152,65.56761001467451,0.0
153,65.89481265179629,0.0
154,66.49492948545857,0.0
155,69.14697375319534,0.0
156,70.57792956874971,0.0
157,68.09182495904028,0.0
158,71.39622333079264,0.0
159,65.94455709334414,0.0
160,68.09557271494658,0.0
161,62.792576559779725,0.0
162,58.31425537023242,0.0
163,57.84135560734765,0.0
164,58.91749610668195,0.0
165,57.84706152885334,0.0
166,60.75045720972311,0.0
167,53.66257742277168,0.0
168,54.140853716978384,0.0
169,54.13824453083318,0.0
170,56.43940205122232,0.0
171,55.74973766748287,0.0
172,52.55482065621515,0.0
173,48.59353871022786,0.0
174,48.51186064592266,0.25
175,54.29883124644103,0.375
176,48.94850207433882,0.1875
177,47.691561581858686,0.375
178,46.05890390859052,0.4375
179,45.79018427281475,0.4375
180,42.919546227418806,0.5
181,38.24157453448663,0.5
182,43.25896808793104,0.5
183,39.79228656290158,0.5
184,34.824005930332206,0.5
185,33.60153825000838,0.75
186,40.35262468959387,0.875
187,42.66948115727213,0.6875
188,44.05202178362945,0.625
189,45.5025599730128,0.5625
190,46.237731980336754,0.5
191,50.43568492181842,0.5
192,49.64338576956971,0.25
193,45.89916282460309,0.375
194,45.31791720850344,0.3125
195,50.41203047147482,0.375
196,44.15390348340941,0.1875
197,42.46474223137585,0.375
198,42.43391634696568,0.4375
199,45.25944935554803,0.4375
200,41.82539600619929,0.5
201,50.54441661291333,0.5
202,52.79252098145074,0.25
203,56.187390231391134,0.125
204,51.26575270906135,0.0625
205,50.19937457174818,0.0
206,58.89549349251473,0.0
207,59.13699340039433,0.0
208,57.04589084259635,0.0
209,54.78491270627339,0.0
210,56.84981480717245,0.0
211,59.637835205294,0.0
212,51.049677045121165,0.0
213,51.19518171740314,0.0
214,48.969959375153394,0.0
215,50.83249469541322,0.25
216,44.92195357890119,0.125
217,48.47005992737655,0.3125
218,48.58355943284699,0.4375
219,52.52666113313016,0.4375
220,49.48904442320933,0.25
221,53.11562336861802,0.375
222,51.96764190136357,0.1875
223,43.02273247662634,0.0625
224,43.66254492134775,0.3125
225,45.86782632250619,0.375
226,49.779632925463815,0.4375
227,57.35995471558464,0.5
228,51.223417379440974,0.25
229,46.07833863943746,0.125
230,45.151049744541474,0.3125
231,39.34295631378573,0.375
232,43.1870895791819,0.4375
233,38.42905594609734,0.5
234,35.83328413573484,0.5
235,40.7965270274448,0.5
236,37.71605538371424,0.5
237,37.91792075937014,0.5
238,41.20571482044307,0.5
239,43.12513093510592,0.5
240,43.20642103486816,0.5
241,48.24621645668087,0.5
242,52.51012723372989,0.5
243,47.583110245557705,0.25
244,50.44571937622152,0.375
245,50.30434270474782,0.1875
246,49.35068532411584,0.1875
247,40.48658291347392,0.375
248,40.176554577884616,0.5
249,43.811320000130536,0.5
250,46.24450255237797,0.5
251,45.1032804310477,0.5
252,37.88684588509757,0.5
253,35.47866865913552,0.5
254,40.98989002724358,0.5
255,41.800499485405886,0.5
256,38.30446173864023,0.5
257,49.58441761902581,0.5
258,47.8183421400813,0.5
259,44.78234934144147,0.5
260,48.0526626962468,0.5
261,49.32996858400449,0.5
262,50.32951560350223,0.5
263,47.14772432515896,0.25
264,48.81505550423555,0.375
265,50.04272779032578,0.4375
266,45.06508690677951,0.5
267,51.54470056059312,0.375
268,56.25897837107608,0.1875
269,52.7484298975496,0.125
270,56.57434344221867,0.0625
271,52.89783674523366,0.0
272,50.12008259802667,0.0
273,44.38078296932013,0.0
274,46.5330348896621,0.25
275,39.49467224789192,0.375
