,RSI,score
276,47.557175508849866,0.4375
277,48.97957463691022,0.5
278,51.95255697658724,0.5
279,51.70144542832309,0.25
280,53.67774636227881,0.125
281,58.85968654086149,0.0625
282,67.8313822647333,0.0
283,68.35627323728879,0.0
284,63.99342869103476,0.0
285,61.19346346397205,0.0
286,60.92205689154305,0.0
287,62.59244868414253,0.0
288,53.00254222632058,0.0
289,52.13366179964877,0.0
290,52.2215332236608,0.0
291,56.07882786512196,0.0
292,57.4516556832423,0.0
293,48.14366249193138,0.0
294,46.82818236095754,0.25
295,44.38279883521473,0.375
296,50.68090374672203,0.4375
297,52.394495622448254,0.25
298,51.68737316931286,0.125
299,50.20241464024394,0.0625
300,49.84070232969653,0.0
301,57.07668663128411,0.25
302,60.6615300796119,0.125
303,53.7533377124063,0.0625
304,56.84977562563815,0.0625
305,60.15559649719357,0.0
306,51.2311992764032,0.0
307,48.8430917131582,0.0
308,49.01879775047729,0.25
309,55.365838922246645,0.375
310,47.54606341437589,0.1875
311,50.454966187496055,0.375
312,46.37710878855542,0.1875
313,46.781951122642425,0.3125
314,55.722555825623296,0.4375
315,56.2232097431871,0.1875
316,53.88085042268496,0.125
317,55.66345289035775,0.0625
318,55.57740299803109,0.0
319,56.57540640935645,0.0
320,55.662132217754376,0.0
321,56.57393842573659,0.0
322,62.37402574282945,0.0
323,67.77162700768537,0.0
324,72.31332768833481,0.0
325,69.93897036730307,0.0
326,62.21120206355769,0.0
327,69.0431262474479,0.0
328,55.83500610569004,0.0
329,44.37919538273699,0.25
330,45.25194639492945,0.375
331,41.52744532105916,0.4375
332,37.40821499045399,0.5
333,35.005801650094206,0.5
334,33.30189238953963,0.5
335,36.9405690684055,0.75
336,43.32203215110762,0.625
337,42.67275232250349,0.5625
338,50.45007434448669,0.5625
339,48.1552807125792,0.25
340,49.76213312253394,0.375
341,50.61076682108361,0.4375
342,48.43207309563847,0.1875
343,47.48296440794987,0.375
344,43.99258402025596,0.4375
345,47.04518331660788,0.4375
346,42.9118590016992,0.5
347,41.02245081507433,0.5
348,39.21834183659257,0.5
349,41.6527922846995,0.5
350,33.74766472619337,0.5
351,35.99198785275972,0.75
352,37.36017946456488,0.625
353,39.56954534323553,0.5625
354,35.991204753571864,0.5625
355,43.146154549546566,0.5
356,40.03868237185456,0.5
357,35.94993245194671,0.5
358,35.90090403300905,0.5
359,32.32906778065989,0.5
360,34.78818616318302,0.75
361,39.22922530634013,0.875
362,38.74294210144328,0.6875
363,38.90851315994206,0.625
364,37.16577783323267,0.5
365,50.35874258194176,0.5
366,50.70678186845158,0.25
367,54.97232791147684,0.125
368,53.036687089965575,0.0625
369,53.85624896595726,0.0
370,52.62578272142437,0.0
371,50.68895629917862,0.0
372,49.1623314430511,0.0
373,51.43401280087182,0.25
374,46.47989169140173,0.125
375,52.24599622519509,0.3125
376,54.81044295822256,0.1875
377,51.589978204875486,0.0625
378,51.83349929023856,0.0625
379,57.30463162133029,0.0
380,64.21119702147695,0.0
381,60.72119937984984,0.0
382,65.6977028039601,0.0
383,66.40788068825798,0.0
384,67.2012787892356,0.0
385,62.87544687293662,0.0
386,56.31479067005573,0.0
387,58.946104425015314,0.0
388,63.131917345204826,0.0
389,52.7721623773332,0.0
390,58.47969111726245,0.0
391,59.84808427122076,0.0
392,55.96625939427735,0.0
393,58.55924545820715,0.0
394,53.04916279372356,0.0
395,48.44017025798817,0.0
396,43.60258601995932,0.25
397,48.26491541955882,0.375
398,45.56820191374112,0.4375
399,44.24660805646276,0.5
400,41.838654149019376,0.5
401,44.14256749815471,0.5
402,40.91510874666941,0.5
403,47.83433269379329,0.5
404,50.19270506551522,0.5
405,55.68014688802325,0.25
406,56.77443998082639,0.125
407,51.52592063245108,0.0625
408,52.71830794856663,0.0
409,47.66507614366166,0.0
410,55.96264468526471,0.25
411,55.5205819990576,0.125
412,48.53405380147185,0.0625
413,44.741033334165245,0.3125
414,43.58992590728684,0.375
415,40.25647307448455,0.4375
416,34.477508495039366,0.5
417,32.75161100654523,0.75
418,31.606323223816595,0.875
419,39.89385999626192,0.9375
420,46.40580137389161,0.75
421,41.0500043880488,0.625
422,34.88367155157865,0.5625
423,34.69857875666328,0.75
424,39.11684954489776,0.875
425,38.18668981212048,0.6875
426,41.92958538874883,0.625
427,40.01655666040479,0.5625
428,44.1984082188005,0.5
429,41.59118738831511,0.5
430,45.25639551477625,0.5
431,42.85381782579968,0.5
432,41.74448481254196,0.5
433,34.87566146851636,0.5
434,34.32534222512397,0.75
435,38.89566362221471,0.875
436,36.84852101592863,0.6875
437,34.2293712997608,0.625
438,30.17996692963772,0.8125
439,39.53152485516221,0.875
440,43.79015710361048,0.6875
441,45.17382631479441,0.625
442,48.49865252313096,0.5625
443,44.724043904373225,0.5
444,40.16990009305167,0.5
445,39.54087245169936,0.5
446,39.706636713491136,0.5
447,39.301836694918144,0.5
448,35.77436241558383,0.5
449,30.93827178337488,0.5
450,38.14069967365384,0.75
451,41.174579951752285,0.625
452,43.79009282899238,0.5625
453,40.61934736504968,0.5625
454,48.77084059670765,0.5
455,48.64158373464581,0.5
456,53.79004219709029,0.5
457,50.85025005290918,0.25
458,50.58033566909484,0.125
459,54.51411540823394,0.0625
460,56.83074174354068,0.0
461,59.040938500923886,0.0
462,53.139716379001534,0.0
463,52.91489178329649,0.0
464,47.16010121918584,0.0
465,47.09086509144,0.25
466,46.52443759499315,0.375
467,49.66646550230752,0.4375
468,56.835250491460776,0.5
469,52.02733568804333,0.25
470,43.495544532415984,0.125
471,39.422973313675655,0.3125
472,39.4499286364222,0.375
473,36.20462260084516,0.4375
474,49.67973397181804,0.5
475,49.06522999285229,0.5
476,45.2637304805906,0.375
477,49.63165785769306,0.4375
478,47.78341042467413,0.5
479,42.44977096091576,0.5
480,47.14694645608012,0.5
481,44.95929395451216,0.5
482,44.75250743398521,0.5
483,49.257157486975565,0.5
484,54.58738763292856,0.5
485,55.80243332164652,0.25
486,51.222952177039126,0.125
487,50.29370078736102,0.0625
488,42.85027881005266,0.0
489,42.21301646509274,0.25
490,34.09382071368784,0.375
491,31.41678821460137,0.6875
492,26.92176048785848,0.875
493,38.02869249025414,0.9375
494,44.81728694568096,0.75
495,42.42142944308892,0.625
496,39.76717594604653,0.5625
497,43.094699330722136,0.5
498,43.30976773819098,0.5
499,48.21819491428792,0.5
500,51.10571153095999,0.5
501,53.349311085702055,0.25
502,53.68828317611506,0.125
503,50.07384548022004,0.0625
504,45.83164486184902,0.0
505,43.18847888136055,0.25
506,43.41275688520855,0.375
507,40.37959164960105,0.4375
508,41.84727988353836,0.5
509,48.822215023346224,0.5
510,54.40601606854128,0.5
511,53.875568564796325,0.25
512,53.84674370661985,0.125
513,54.964196430131295,0.0625
514,61.70483314242823,0.0
515,55.5767602198462,0.0
516,56.177931281374896,0.0
517,51.07258941831374,0.0
518,47.07899920051992,0.0
519,50.089721057388005,0.25
520,45.19732202650568,0.375
521,43.76910462587495,0.3125
522,46.91289871729981,0.4375
523,45.4836342498436,0.4375
524,33.60364049354526,0.5
525,31.719985762250424,0.75
526,27.49233709879864,0.875
527,27.49590236398085,0.9375
528,32.155750406984794,1.0
529,30.46922012859625,1.0
530,44.51550555713651,1.0
531,50.10385318573839,0.75
532,47.59412376603602,0.375
533,48.980019129589465,0.5625
534,51.2440999510336,0.5
535,54.201590174648096,0.1875
536,54.17075729852715,0.125
537,55.11423214372352,0.0625
538,46.69996634067421,0.0
539,54.68057673947169,0.25
540,57.25849880376419,0.125
541,54.59934487352947,0.0625
542,53.37768133090783,0.0625
543,50.8676512763621,0.0
544,52.22284652065458,0.375
545,53.03922860151473,0.1875
546,52.92831615348192,0.0625
547,44.03570232336772,0.0625
548,42.1660951648882,0.25
549,44.55459143083621,0.375
550,40.01776229341017,0.4375
551,38.94529488807933,0.5
552,46.965707437478265,0.5
553,47.50832330816981,0.5
554,53.19414226665623,0.5
555,48.53785358958519,0.25
556,46.57931697533124,0.375
557,42.43228081803537,0.4375
558,50.73682514820474,0.4375
559,52.55240529092484,0.25
560,49.22484259369532,0.125
561,44.59448640143782,0.3125
562,49.25465387196528,0.375
563,51.77848226631796,0.4375
564,54.776093105688005,0.25
565,55.41081201993264,0.125
566,52.69962634132179,0.0625
567,58.99087670991848,0.0
568,59.22617216515291,0.0
569,44.21510742134931,0.375
570,49.7914243948509,0.4375
571,45.46237898748159,0.5
572,49.54451231836964,0.5
573,51.92513779840534,0.5
574,46.202149756536734,0.25
575,47.03548547355116,0.375
576,44.94272447481274,0.4375
577,49.076243575446256,0.4375
578,55.90911190183645,0.5
579,60.65942513598043,0.25
580,67.05086992258644,0.125
581,67.74649312938233,0.0625
582,72.89290776221355,0.0
583,72.6949077346792,0.0
584,64.15462390339741,0.0
585,66.21297948848328,0.0
586,71.66100747744099,0.0
587,37.87311564601193,0.5
588,35.83972241163727,0.5
589,41.046378374179845,0.5
590,40.63182781682423,0.5
591,38.51780024076867,0.5
